40920	8.326976	0.953952	1
14488	7.153469	1.673904	2
26052	1.441871	0.805124	3
75136	13.147394	0.428964	3
38344	1.669788	0.134296	3
72993	10.141740	1.032955	3
35948	6.830792	1.213192	1
42666	13.276369	0.543880	1
67497	8.631577	0.749278	3
35483	12.273169	1.508053	1
50242	3.723498	0.831917	3
63275	8.385879	1.669485	3
5569	4.875435	0.728658	2
51052	4.680098	0.625224	3
77372	15.299570	0.331351	3
43673	1.889461	0.191283	3
61364	7.516754	1.269164	3
69673	14.239195	0.261333	3
15669	0.000000	1.250185	2
28488	10.528555	1.304844	1
6487	3.540265	0.822483	2
37708	2.991551	0.833920	3
22620	5.297865	0.638306	2
28782	6.593803	0.187108	1
19739	2.816760	1.686209	2
36788	12.458258	0.649617	1
5741	0.000000	1.656418	2
28567	9.968648	0.731232	1
6808	1.364838	0.640103	2
41611	0.230453	1.151996	3
36661	11.865402	0.882810	1
43605	0.120460	1.352013	3
15360	8.545204	1.340429	1
63796	5.856649	0.160006	3
10743	9.665618	0.778626	2
70808	9.778763	1.084103	3
72011	4.932976	0.632026	3
5914	2.216246	0.587095	2
14851	14.305636	0.632317	1
33553	12.591889	0.686581	1
44952	3.424649	1.004504	3
17934	0.000000	0.147573	2
27738	8.533823	0.205324	1
29290	9.829528	0.238620	1
42330	11.492186	0.263499	1
36429	3.570968	0.832254	3
39623	1.771228	0.207612	3
32404	3.513921	0.991854	3
27268	4.398172	0.975024	3
5477	4.276823	1.174874	2
14254	5.946014	1.614244	2
68613	13.798970	0.724375	3
41539	10.393591	1.663724	1
7917	3.007577	0.297302	2
21331	1.031938	0.486174	2
8338	4.751212	0.064693	2
5176	3.692269	1.655113	2
18983	10.448091	0.267652	1
68837	10.585786	0.329557	3
13438	1.604501	0.069064	2
48849	3.679497	0.961466	3
12285	3.795146	0.696694	2
7826	2.531885	1.659173	2
5565	9.733340	0.977746	2
10346	6.093067	1.413798	2
1823	7.712960	1.054927	2
9744	11.470364	0.760461	1
16857	2.886529	0.934416	2
39336	10.054373	1.138351	1
65230	9.972470	0.881876	3
2463	2.335785	1.366145	2
27353	11.375155	1.528626	1
16191	0.000000	0.605619	2
12258	4.126787	0.357501	2
42377	6.319522	1.058602	3
25607	8.680527	0.086955	1
77450	14.856391	1.129823	3
58732	2.454285	0.222380	3
46426	7.292202	0.548607	1
32688	8.745137	0.857348	1
64890	8.579001	0.683048	3
8554	2.507302	0.869177	2
28861	11.415476	1.505466	1
42050	4.838540	1.680892	3
32193	10.339507	0.583646	1
64895	6.573742	1.151433	3
2355	6.539397	0.462065	2
0	2.209159	0.723567	2
70406	11.196378	0.836326	3
57399	4.229595	0.128253	3
41732	9.505944	0.005273	1
11429	8.652725	1.348934	1
75270	17.101108	0.490712	3
5459	7.871839	0.717662	2
73520	8.262131	1.361646	3
40279	9.015635	1.658555	1
21540	9.215351	0.806762	1
17694	6.375007	0.033678	2
22329	2.262014	1.022169	3
46570	5.677110	0.709469	3
42403	11.293017	0.207976	1
33654	6.590043	1.353117	3
9171	4.711960	0.194167	2
28122	8.768099	1.108041	1
34095	11.502519	0.545097	1
1774	4.682812	0.578112	2
40131	12.446578	0.300754	1
13994	12.908384	1.657722	1
77064	12.601108	0.974527	3
11210	3.929456	0.025466	2
6122	9.751503	1.182050	1
15341	3.043767	0.888168	2
44373	4.391522	0.807100	3
28454	11.695276	0.679015	1
63771	7.879742	0.154263	3
9217	5.613163	0.933632	2
69076	9.140172	0.851300	3
24489	4.258644	0.206892	3
16871	6.799831	1.221171	2
39776	8.752758	0.484418	1
5901	1.123033	1.180352	2
40987	10.833248	1.585426	1
7479	3.051618	0.026781	2
38768	5.308409	0.030683	1
4933	1.841792	0.028099	2
32311	2.261978	1.605603	3
26501	11.573696	1.061347	1
37433	8.038764	1.083910	1
23503	10.734007	0.103715	1
68607	9.661909	0.350772	3
27742	9.005850	0.548737	1
11303	0.000000	0.539131	2
0	5.757140	1.062373	2
32729	9.164656	1.624565	1
24619	1.318340	1.436243	3
42414	14.075597	0.695934	1
20210	10.107550	1.308398	1
33225	7.960293	1.219760	1
54483	6.317292	0.018209	3
18475	12.664194	0.595653	1
33926	2.906644	0.581657	3
43865	2.388241	0.913938	3
26547	6.024471	0.486215	1
44404	7.226764	1.255329	1
16674	4.183997	1.275290	2
8123	11.850211	1.096981	1
42747	11.661797	1.167935	1
56054	3.574967	0.494666	3
10933	0.000000	0.107475	2
18121	7.937657	0.904799	1
11272	3.365027	1.014085	2
16297	0.000000	0.367491	2
28168	13.860672	1.293270	1
40963	10.306714	1.211594	1
31685	7.228002	0.670670	1
55164	4.508740	1.036192	3
17595	0.366328	0.163652	2
1862	3.299444	0.575152	2
57087	0.573287	0.607915	3
63082	9.183738	0.012280	3
51213	7.842646	1.060636	1
6487	4.750964	0.558240	2
4805	11.438702	1.556334	1
30302	8.243063	1.122768	1
68680	7.949017	0.271865	3
17591	7.875477	0.227085	2
74391	9.569087	0.364856	3
37217	7.750103	0.869094	1
42814	0.000000	1.515293	3
14738	3.396030	0.633977	2
19896	11.916091	0.025294	1
14673	0.460758	0.689586	2
32011	13.087566	0.476002	1
58736	4.589016	1.672600	3
54744	8.397217	1.534103	3
29482	5.562772	1.689388	3
27698	10.905159	0.619091	1
11443	1.311441	1.169887	2
56117	10.647170	0.980141	1
39514	0.000000	0.481918	3
26627	8.503025	0.830861	1
16525	0.436880	1.395314	2
24368	6.127867	1.102179	3
22160	12.112492	0.359680	1
6030	1.264968	1.141582	2
6468	6.067568	1.327047	2
22945	8.010964	1.681648	1
18520	3.791084	0.304072	2
34914	11.773195	1.262621	1
6121	8.339588	1.443357	2
38063	2.563092	1.464013	3
23410	5.954216	0.953782	3
35073	9.288374	0.767318	1
52914	3.976796	1.043109	3
16801	8.585227	1.455708	1
9533	1.271946	0.796506	2
16721	0.000000	0.242778	2
5832	0.000000	0.089749	2
44591	11.521298	0.300860	1
10143	1.139447	0.415373	2
21609	5.699090	1.391892	2
23817	2.449378	1.322560	3
15640	0.000000	1.228380	2
8847	3.168365	0.053993	2
50939	10.428610	1.126257	1
28521	2.943070	1.446816	3
32901	10.441348	0.975283	1
42850	12.478764	1.628726	1
13499	5.856902	0.363883	2
40345	2.476420	0.096075	3
43547	1.826637	0.811457	3
70758	4.324451	0.328235	3
19780	1.376085	1.178359	2
44484	5.342462	0.394527	3
54462	11.835521	0.693301	1
20085	12.423687	1.424264	1
42291	12.161273	0.071131	1
47550	8.148360	1.649194	1
11938	1.531067	1.549756	2
40699	3.200912	0.309679	3
70908	8.862691	0.530506	3
73989	6.370551	0.369350	3
11872	2.468841	0.145060	2
48463	11.054212	0.141508	1
15987	2.037080	0.715243	2
70036	13.364030	0.549972	3
32967	10.249135	0.192735	1
63249	10.464252	1.669767	3
42795	9.424574	0.013725	1
14459	4.458902	0.268444	2
19973	0.000000	0.575976	2
5494	9.686082	1.029808	1
67902	13.649402	1.052618	3
25621	13.181148	0.273014	1
27545	3.877472	0.401600	3
58656	1.413952	0.451380	3
7327	4.248986	1.430249	2
64555	8.779183	0.845947	3
8998	4.156252	0.097109	2
11752	5.580018	0.158401	2
76319	15.040440	1.366898	3
27665	12.793870	1.307323	1
67417	3.254877	0.669546	3
21808	10.725607	0.588588	1
15326	8.256473	0.765891	2
20057	8.033892	1.618562	1
79341	10.702532	0.204792	3
15636	5.062996	1.132555	2
35602	10.772286	0.668721	1
28544	1.892354	0.837028	3
57663	1.019966	0.372320	3
78727	15.546043	0.729742	3
68255	11.638205	0.409125	3
14964	3.427886	0.975616	2
21835	11.246174	1.475586	1
7487	0.000000	0.645045	2
8700	0.000000	1.424017	2
26226	8.242553	0.279069	1
65899	8.700060	0.101807	3
6543	0.812344	0.260334	2
46556	2.448235	1.176829	3
71038	13.230078	0.616147	3
47657	0.236133	0.340840	3
19600	11.155826	0.335131	1
37422	11.029636	0.505769	1
1363	2.901181	1.646633	2
26535	3.924594	1.143120	3
47707	2.524806	1.292848	3
38055	3.527474	1.449158	3
6286	3.384281	0.889268	2
10747	0.000000	1.107592	2
44883	11.898890	0.406441	1
56823	3.529892	1.375844	3
68086	11.442677	0.696919	3
70242	10.308145	0.422722	3
11409	8.540529	0.727373	2
67671	7.156949	1.691682	3
61238	0.720675	0.847574	3
17774	0.229405	1.038603	2
53376	3.399331	0.077501	3
30930	6.157239	0.580133	3
28987	1.239698	0.719989	3
13655	6.036854	0.016548	2
7227	5.258665	0.933722	2
40409	12.393001	1.571281	1
13605	9.627613	0.935842	2
26400	11.130453	0.597610	1
13491	8.842595	0.349768	1
30232	10.690010	1.456595	1
43253	5.714718	1.674780	1
55536	3.052505	1.335804	3
8807	0.000000	0.059025	2
25783	9.945307	1.287952	1
22812	2.719723	1.142148	3
77826	11.154055	1.608486	3
38172	2.687918	0.660836	3
31676	10.037847	0.962245	1
74038	12.404762	1.112080	3
44738	10.237305	0.633422	1
17410	4.745392	0.662520	2
5688	4.639461	1.569431	2
36642	3.149310	0.639669	3
29956	13.406875	1.639194	1
60350	6.068668	0.881241	3
23758	9.477022	0.899002	1
25780	3.897620	0.560201	2
11342	5.463615	1.203677	2
36109	3.369267	1.575043	3
14292	5.234562	0.825954	2
11160	0.000000	0.722170	2
23762	12.979069	0.504068	1
39567	5.376564	0.557476	3
25647	13.527910	1.586732	1
14814	2.196889	0.784587	2
73590	10.691748	0.007509	3
35187	1.659242	0.447066	3
49459	8.369667	0.656697	1
31657	13.157197	0.143248	1
6259	8.199667	0.908508	2
33101	4.441669	0.439381	1
27107	9.846492	0.644523	1
17824	0.019540	0.977949	2
43536	8.253774	0.748700	1
67705	6.038620	1.509646	3
35283	6.091587	1.694641	1
71308	8.986820	1.225165	3
31054	11.508473	1.624296	1
52387	8.807734	0.713922	1
40328	0.000000	0.816676	3
34844	8.889202	1.665414	1
11607	3.178117	0.542752	2
64306	7.013795	0.139909	3
32721	9.605014	0.065254	1
33170	1.230540	1.331674	3
37192	10.412811	0.890803	1
13089	0.000000	0.567161	2
66491	9.699991	0.122011	3
15941	0.000000	0.061191	2
4272	4.455293	0.272135	2
48812	3.020977	1.502803	3
28818	8.099278	0.216317	1
35394	1.157764	1.603217	3
71791	10.105396	0.121067	3
40668	11.230148	0.408603	1
39580	9.070058	0.011379	1
11786	0.566460	0.478837	2
19251	0.000000	0.487300	2
56594	8.956369	1.193484	1
54495	1.523057	0.620528	3
11844	2.749006	0.169855	2
45465	9.235393	0.188350	1
31033	10.555573	0.403927	1
16633	6.956372	1.519308	2
13887	0.636281	1.273984	2
52603	3.574737	0.075163	3
72000	9.032486	1.461809	3
68497	5.958993	0.023012	3
35135	2.435300	1.211744	3
26397	10.539731	1.638248	1
7313	7.646702	0.056513	2
91273	20.919349	0.644571	3
24743	1.424726	0.838447	3
31690	6.748663	0.890223	1
15432	2.289167	0.114881	2
58394	5.548377	0.402238	3
33962	6.057227	0.432666	3
31442	10.828595	0.559955	1
31044	11.318160	0.271094	1
29938	13.265311	0.633903	1
9875	0.000000	1.496715	2
51542	6.517133	0.402519	1
11878	4.934374	1.520028	2
69241	10.151738	0.896433	3
37776	2.425781	1.559467	3
68997	9.778962	1.195498	3
67416	12.219950	0.657677	3
59225	7.394151	0.954434	3
29138	8.518535	0.742546	1
5962	2.798700	0.662632	2
10847	0.637930	0.617373	2
70527	10.750490	0.097415	3
9610	0.625382	0.140969	2
